# format: as|source|type
# date: 20150802
# name: as2type
# exe: type-convert-amogh.pl
# files: /project/as2org/20150801/asclass/exp-sets/20150801.merged.class.txt
# types: Content|Enterpise|Transit/Access
25141|CAIDA_class|Enterpise
25143|CAIDA_class|Transit/Access
25144|CAIDA_class|Transit/Access
25145|peerDB_class|Transit/Access
25146|CAIDA_class|Enterpise
25147|CAIDA_class|Transit/Access
25148|peerDB_class|Content
25149|CAIDA_class|Enterpise
25150|CAIDA_class|Transit/Access
25151|peerDB_class|Content
25152|CAIDA_class|Transit/Access
25154|CAIDA_class|Transit/Access
25155|CAIDA_class|Enterpise
25156|CAIDA_class|Enterpise
25158|CAIDA_class|Enterpise
25159|CAIDA_class|Transit/Access
25160|peerDB_class|Transit/Access
25163|CAIDA_class|Transit/Access
25164|CAIDA_class|Enterpise
25165|CAIDA_class|Enterpise
25166|CAIDA_class|Enterpise
25167|CAIDA_class|Enterpise
25168|CAIDA_class|Enterpise
25169|CAIDA_class|Transit/Access
25171|CAIDA_class|Transit/Access
25173|CAIDA_class|Enterpise
25174|CAIDA_class|Enterpise
25176|CAIDA_class|Transit/Access
25178|peerDB_class|Transit/Access
25180|peerDB_class|Transit/Access
25181|CAIDA_class|Transit/Access
25182|peerDB_class|Content
25183|CAIDA_class|Enterpise
25184|CAIDA_class|Transit/Access
25185|CAIDA_class|Enterpise
25186|CAIDA_class|Transit/Access
25187|peerDB_class|Transit/Access
25188|CAIDA_class|Enterpise
25189|CAIDA_class|Transit/Access
25190|CAIDA_class|Transit/Access
25191|CAIDA_class|Enterpise
25192|peerDB_class|Transit/Access
25193|CAIDA_class|Enterpise
25194|CAIDA_class|Enterpise
25198|CAIDA_class|Enterpise
25203|CAIDA_class|Transit/Access
25206|manual_class|Enterpise
25210|CAIDA_class|Enterpise
25212|CAIDA_class|Transit/Access
25213|CAIDA_class|Transit/Access
25215|CAIDA_class|Transit/Access
25218|CAIDA_class|Transit/Access
25220|peerDB_class|Content
25221|CAIDA_class|Enterpise
25222|CAIDA_class|Transit/Access
25224|CAIDA_class|Enterpise
25225|CAIDA_class|Transit/Access
25227|CAIDA_class|Transit/Access
25229|peerDB_class|Transit/Access
25231|CAIDA_class|Enterpise
25233|CAIDA_class|Transit/Access
25234|CAIDA_class|Content
25237|CAIDA_class|Enterpise
25238|CAIDA_class|Enterpise
25241|CAIDA_class|Enterpise
25242|CAIDA_class|Transit/Access
25244|CAIDA_class|Enterpise
25245|CAIDA_class|Transit/Access
25247|CAIDA_class|Enterpise
25248|CAIDA_class|Transit/Access
25249|CAIDA_class|Transit/Access
25250|CAIDA_class|Transit/Access
25251|CAIDA_class|Transit/Access
25252|CAIDA_class|Content
25253|CAIDA_class|Enterpise
25254|CAIDA_class|Enterpise
25255|peerDB_class|Transit/Access
25256|CAIDA_class|Enterpise
25257|CAIDA_class|Transit/Access
25259|manual_class|Enterpise
25260|peerDB_class|Content
25261|CAIDA_class|Enterpise
25264|CAIDA_class|Transit/Access
25265|CAIDA_class|Transit/Access
25267|CAIDA_class|Enterpise
25268|CAIDA_class|Enterpise
25269|CAIDA_class|Enterpise
25273|peerDB_class|Content
25275|CAIDA_class|Content
25276|CAIDA_class|Enterpise
25277|CAIDA_class|Content
25278|CAIDA_class|Enterpise
25279|peerDB_class|Content
25282|CAIDA_class|Enterpise
25285|CAIDA_class|Enterpise
25286|peerDB_class|Content
25288|CAIDA_class|Enterpise
25289|CAIDA_class|Enterpise
25290|CAIDA_class|Transit/Access
25291|peerDB_class|Content
25292|CAIDA_class|Transit/Access
25293|CAIDA_class|Transit/Access
25296|CAIDA_class|Enterpise
25297|CAIDA_class|Enterpise
25299|CAIDA_class|Transit/Access
25300|CAIDA_class|Transit/Access
25301|CAIDA_class|Transit/Access
25303|CAIDA_class|Enterpise
25304|manual_class|Enterpise
25305|CAIDA_class|Transit/Access
25306|manual_class|Enterpise
25308|peerDB_class|Transit/Access
25309|CAIDA_class|Transit/Access
25310|peerDB_class|Transit/Access
25313|CAIDA_class|Enterpise
25315|CAIDA_class|Enterpise
25317|CAIDA_class|Enterpise
25318|CAIDA_class|Enterpise
25319|CAIDA_class|Enterpise
25320|CAIDA_class|Transit/Access
25321|CAIDA_class|Enterpise
25323|CAIDA_class|Enterpise
25325|CAIDA_class|Content
25326|CAIDA_class|Enterpise
25328|CAIDA_class|Transit/Access
25330|CAIDA_class|Enterpise
25332|CAIDA_class|Transit/Access
25335|CAIDA_class|Transit/Access
25337|CAIDA_class|Enterpise
25341|CAIDA_class|Enterpise
25342|CAIDA_class|Enterpise
25344|CAIDA_class|Enterpise
25347|CAIDA_class|Transit/Access
25349|CAIDA_class|Enterpise
25350|CAIDA_class|Enterpise
25351|CAIDA_class|Transit/Access
25352|CAIDA_class|Enterpise
25353|CAIDA_class|Transit/Access
25354|CAIDA_class|Enterpise
25355|CAIDA_class|Transit/Access
25356|CAIDA_class|Enterpise
25357|CAIDA_class|Enterpise
25358|peerDB_class|Transit/Access
25364|CAIDA_class|Enterpise
25365|CAIDA_class|Enterpise
25367|CAIDA_class|Enterpise
25369|peerDB_class|Transit/Access
25370|CAIDA_class|Transit/Access
25371|CAIDA_class|Transit/Access
25372|CAIDA_class|Transit/Access
25373|CAIDA_class|Content
25374|CAIDA_class|Transit/Access
25375|peerDB_class|Transit/Access
25376|peerDB_class|Content
25378|CAIDA_class|Enterpise
25379|CAIDA_class|Enterpise
25381|CAIDA_class|Transit/Access
25384|peerDB_class|Transit/Access
25385|CAIDA_class|Transit/Access
25386|CAIDA_class|Transit/Access
25387|CAIDA_class|Enterpise
25389|CAIDA_class|Transit/Access
25390|CAIDA_class|Enterpise
25391|CAIDA_class|Enterpise
25392|CAIDA_class|Transit/Access
25394|peerDB_class|Transit/Access
25398|CAIDA_class|Enterpise
25400|CAIDA_class|Transit/Access
25403|CAIDA_class|Enterpise
25405|CAIDA_class|Transit/Access
25406|CAIDA_class|Transit/Access
25407|CAIDA_class|Enterpise
25408|CAIDA_class|Transit/Access
25409|CAIDA_class|Transit/Access
25410|CAIDA_class|Enterpise
25411|CAIDA_class|Enterpise
25412|CAIDA_class|Enterpise
25415|peerDB_class|Transit/Access
25416|CAIDA_class|Transit/Access
25417|CAIDA_class|Transit/Access
25419|CAIDA_class|Enterpise
25420|CAIDA_class|Enterpise
25421|CAIDA_class|Transit/Access
25423|CAIDA_class|Enterpise
25424|peerDB_class|Transit/Access
25425|CAIDA_class|Enterpise
25426|CAIDA_class|Content
25428|CAIDA_class|Enterpise
25429|CAIDA_class|Transit/Access
25431|CAIDA_class|Transit/Access
25432|CAIDA_class|Enterpise
25433|peerDB_class|Transit/Access
25436|CAIDA_class|Transit/Access
25437|CAIDA_class|Enterpise
25438|CAIDA_class|Transit/Access
25439|CAIDA_class|Enterpise
25440|CAIDA_class|Enterpise
25441|peerDB_class|Transit/Access
25443|peerDB_class|Content
25444|CAIDA_class|Enterpise
25445|CAIDA_class|Enterpise
25446|CAIDA_class|Transit/Access
25447|peerDB_class|Transit/Access
25448|CAIDA_class|Enterpise
25454|CAIDA_class|Transit/Access
25456|CAIDA_class|Enterpise
25459|peerDB_class|Transit/Access
25460|peerDB_class|Transit/Access
25461|CAIDA_class|Enterpise
25462|CAIDA_class|Transit/Access
25464|CAIDA_class|Enterpise
25465|CAIDA_class|Enterpise
25466|peerDB_class|Transit/Access
25467|CAIDA_class|Transit/Access
25468|CAIDA_class|Transit/Access
25470|CAIDA_class|Enterpise
25471|CAIDA_class|Transit/Access
25472|CAIDA_class|Transit/Access
25473|peerDB_class|Transit/Access
25474|CAIDA_class|Transit/Access
25475|CAIDA_class|Enterpise
25478|peerDB_class|Transit/Access
25479|CAIDA_class|Enterpise
25481|CAIDA_class|Enterpise
25482|CAIDA_class|Enterpise
25484|CAIDA_class|Enterpise
25486|CAIDA_class|Enterpise
25487|CAIDA_class|Transit/Access
25488|CAIDA_class|Transit/Access
25489|peerDB_class|Content
25490|CAIDA_class|Transit/Access
25491|CAIDA_class|Transit/Access
25492|CAIDA_class|Enterpise
25495|CAIDA_class|Enterpise
25496|CAIDA_class|Transit/Access
25498|CAIDA_class|Transit/Access
25499|CAIDA_class|Enterpise
25500|CAIDA_class|Transit/Access
25501|peerDB_class|Content
25502|CAIDA_class|Enterpise
25503|manual_class|Enterpise
25504|peerDB_class|Content
25505|CAIDA_class|Transit/Access
25506|CAIDA_class|Content
25508|CAIDA_class|Transit/Access
25509|CAIDA_class|Transit/Access
25511|CAIDA_class|Transit/Access
25512|peerDB_class|Transit/Access
25513|CAIDA_class|Transit/Access
25515|CAIDA_class|Transit/Access
25516|CAIDA_class|Content
25518|CAIDA_class|Content
25519|CAIDA_class|Transit/Access
25520|CAIDA_class|Transit/Access
25521|CAIDA_class|Transit/Access
25522|CAIDA_class|Enterpise
25523|CAIDA_class|Content
25525|peerDB_class|Transit/Access
25526|CAIDA_class|Transit/Access
25527|CAIDA_class|Enterpise
25528|CAIDA_class|Transit/Access
25529|CAIDA_class|Enterpise
25530|CAIDA_class|Transit/Access
25531|CAIDA_class|Transit/Access
25532|CAIDA_class|Content
25533|CAIDA_class|Transit/Access
25534|CAIDA_class|Transit/Access
25535|CAIDA_class|Content
25536|CAIDA_class|Enterpise
25537|CAIDA_class|Transit/Access
25538|CAIDA_class|Transit/Access
25539|CAIDA_class|Enterpise
25540|CAIDA_class|Transit/Access
25541|CAIDA_class|Enterpise
25542|peerDB_class|Transit/Access
25543|CAIDA_class|Transit/Access
25544|CAIDA_class|Enterpise
25545|CAIDA_class|Enterpise
25546|CAIDA_class|Enterpise
25548|CAIDA_class|Transit/Access
25549|CAIDA_class|Transit/Access
25552|CAIDA_class|Enterpise
25553|CAIDA_class|Enterpise
25554|CAIDA_class|Enterpise
25555|CAIDA_class|Transit/Access
25556|CAIDA_class|Transit/Access
25557|CAIDA_class|Enterpise
25560|peerDB_class|Content
25561|CAIDA_class|Enterpise
25562|peerDB_class|Content
25563|CAIDA_class|Content
25564|CAIDA_class|Transit/Access
25565|CAIDA_class|Enterpise
25568|CAIDA_class|Transit/Access
25569|CAIDA_class|Enterpise
25572|CAIDA_class|Enterpise
25575|CAIDA_class|Content
25576|CAIDA_class|Transit/Access
25577|peerDB_class|Transit/Access
25579|CAIDA_class|Transit/Access
25582|CAIDA_class|Transit/Access
25583|CAIDA_class|Enterpise
25584|CAIDA_class|Enterpise
25585|CAIDA_class|Enterpise
25587|CAIDA_class|Enterpise
25588|peerDB_class|Content
25590|CAIDA_class|Transit/Access
25592|CAIDA_class|Transit/Access
25593|peerDB_class|Content
25594|CAIDA_class|Enterpise
25596|peerDB_class|Transit/Access
25598|CAIDA_class|Enterpise
25599|CAIDA_class|Enterpise
25600|CAIDA_class|Enterpise
25601|CAIDA_class|Transit/Access
25602|CAIDA_class|Enterpise
25603|CAIDA_class|Enterpise
25604|CAIDA_class|Enterpise
25605|peerDB_class|Content
25606|manual_class|Enterpise
25607|CAIDA_class|Transit/Access
25609|CAIDA_class|Enterpise
25611|CAIDA_class|Enterpise
25613|CAIDA_class|Transit/Access
25614|manual_class|Enterpise
25615|CAIDA_class|Transit/Access
25617|CAIDA_class|Enterpise
25618|CAIDA_class|Enterpise
25619|CAIDA_class|Transit/Access
25620|CAIDA_class|Transit/Access
25623|CAIDA_class|Enterpise
25624|CAIDA_class|Enterpise
25625|CAIDA_class|Enterpise
25626|CAIDA_class|Enterpise
25627|CAIDA_class|Enterpise
25628|CAIDA_class|Enterpise
25629|CAIDA_class|Transit/Access
25630|CAIDA_class|Enterpise
25631|CAIDA_class|Transit/Access
25633|CAIDA_class|Transit/Access
25634|CAIDA_class|Enterpise
25635|CAIDA_class|Transit/Access
25636|CAIDA_class|Transit/Access
25637|CAIDA_class|Transit/Access
25639|CAIDA_class|Enterpise
25640|CAIDA_class|Transit/Access
25641|CAIDA_class|Enterpise
25642|CAIDA_class|Transit/Access
25643|CAIDA_class|Transit/Access
25644|CAIDA_class|Enterpise
25645|CAIDA_class|Enterpise
25646|CAIDA_class|Enterpise
25648|CAIDA_class|Transit/Access
25649|peerDB_class|Transit/Access
25650|CAIDA_class|Transit/Access
25651|CAIDA_class|Transit/Access
25652|CAIDA_class|Enterpise
25653|peerDB_class|Transit/Access
25655|CAIDA_class|Enterpise
25656|CAIDA_class|Transit/Access
25657|CAIDA_class|Enterpise
25659|manual_class|Enterpise
25660|CAIDA_class|Transit/Access
25663|CAIDA_class|Enterpise
25664|CAIDA_class|Transit/Access
25665|CAIDA_class|Enterpise
25667|CAIDA_class|Enterpise
25668|peerDB_class|Transit/Access
25669|CAIDA_class|Enterpise
25670|CAIDA_class|Enterpise
25671|CAIDA_class|Transit/Access
25673|CAIDA_class|Enterpise
25674|CAIDA_class|Transit/Access
25675|CAIDA_class|Enterpise
25676|CAIDA_class|Enterpise
25677|CAIDA_class|Enterpise
25678|CAIDA_class|Enterpise
25679|CAIDA_class|Enterpise
25680|CAIDA_class|Enterpise
25681|CAIDA_class|Enterpise
25683|CAIDA_class|Enterpise
25686|CAIDA_class|Enterpise
25687|CAIDA_class|Enterpise
25688|CAIDA_class|Enterpise
25689|CAIDA_class|Transit/Access
25691|CAIDA_class|Transit/Access
25692|CAIDA_class|Enterpise
25693|CAIDA_class|Transit/Access
25694|CAIDA_class|Content
25695|CAIDA_class|Transit/Access
25696|CAIDA_class|Enterpise
25697|CAIDA_class|Enterpise
25699|CAIDA_class|Enterpise
25700|peerDB_class|Transit/Access
25703|CAIDA_class|Enterpise
25704|CAIDA_class|Enterpise
25706|CAIDA_class|Transit/Access
25708|CAIDA_class|Enterpise
25709|CAIDA_class|Transit/Access
25710|CAIDA_class|Transit/Access
25711|CAIDA_class|Enterpise
25712|CAIDA_class|Enterpise
25713|CAIDA_class|Transit/Access
25714|CAIDA_class|Enterpise
25716|CAIDA_class|Enterpise
25717|CAIDA_class|Enterpise
25718|CAIDA_class|Enterpise
25719|CAIDA_class|Enterpise
25720|peerDB_class|Content
25721|CAIDA_class|Enterpise
25724|CAIDA_class|Enterpise
25725|CAIDA_class|Enterpise
25727|CAIDA_class|Enterpise
25728|CAIDA_class|Enterpise
25729|CAIDA_class|Enterpise
25733|CAIDA_class|Enterpise
25735|CAIDA_class|Enterpise
25737|CAIDA_class|Transit/Access
25738|CAIDA_class|Enterpise
25739|CAIDA_class|Enterpise
25740|CAIDA_class|Enterpise
25743|CAIDA_class|Enterpise
25744|CAIDA_class|Enterpise
25745|CAIDA_class|Content
25746|CAIDA_class|Transit/Access
25747|CAIDA_class|Transit/Access
25748|CAIDA_class|Enterpise
25750|CAIDA_class|Enterpise
25751|peerDB_class|Content
25752|peerDB_class|Transit/Access
25753|CAIDA_class|Enterpise
25754|CAIDA_class|Transit/Access
25755|CAIDA_class|Enterpise
25758|CAIDA_class|Enterpise
25759|CAIDA_class|Enterpise
25760|CAIDA_class|Enterpise
25761|peerDB_class|Transit/Access
25762|CAIDA_class|Enterpise
25764|peerDB_class|Transit/Access
25765|CAIDA_class|Enterpise
25766|manual_class|Enterpise
25767|CAIDA_class|Content
25768|CAIDA_class|Enterpise
25769|CAIDA_class|Transit/Access
25770|CAIDA_class|Enterpise
25771|CAIDA_class|Enterpise
25772|CAIDA_class|Enterpise
25773|CAIDA_class|Transit/Access
25775|CAIDA_class|Enterpise
25776|CAIDA_class|Transit/Access
25777|CAIDA_class|Enterpise
25778|CAIDA_class|Enterpise
25780|peerDB_class|Enterpise
25781|manual_class|Enterpise
25782|CAIDA_class|Transit/Access
25783|CAIDA_class|Enterpise
25785|CAIDA_class|Enterpise
25786|CAIDA_class|Enterpise
25787|CAIDA_class|Enterpise
25788|CAIDA_class|Enterpise
25789|CAIDA_class|Transit/Access
25791|CAIDA_class|Enterpise
25792|CAIDA_class|Enterpise
25794|CAIDA_class|Enterpise
25795|peerDB_class|Transit/Access
25797|CAIDA_class|Enterpise
25798|CAIDA_class|Enterpise
25799|CAIDA_class|Enterpise
25800|CAIDA_class|Enterpise
25801|CAIDA_class|Enterpise
25802|CAIDA_class|Enterpise
25804|CAIDA_class|Transit/Access
25805|CAIDA_class|Enterpise
25806|CAIDA_class|Enterpise
25807|CAIDA_class|Transit/Access
25808|CAIDA_class|Enterpise
25809|CAIDA_class|Enterpise
25810|CAIDA_class|Enterpise
25813|CAIDA_class|Enterpise
25814|CAIDA_class|Enterpise
25815|CAIDA_class|Enterpise
25816|CAIDA_class|Transit/Access
25817|CAIDA_class|Transit/Access
25818|peerDB_class|Transit/Access
25819|CAIDA_class|Enterpise
25820|CAIDA_class|Transit/Access
25821|manual_class|Enterpise
25823|CAIDA_class|Enterpise
25824|CAIDA_class|Enterpise
25825|CAIDA_class|Enterpise
25826|CAIDA_class|Transit/Access
25829|CAIDA_class|Enterpise
25830|CAIDA_class|Transit/Access
25831|CAIDA_class|Enterpise
25832|CAIDA_class|Transit/Access
25833|CAIDA_class|Enterpise
25835|CAIDA_class|Enterpise
25836|CAIDA_class|Enterpise
25837|CAIDA_class|Enterpise
25838|CAIDA_class|Enterpise
25839|CAIDA_class|Enterpise
25840|CAIDA_class|Transit/Access
25842|CAIDA_class|Enterpise
25843|CAIDA_class|Transit/Access
25844|CAIDA_class|Enterpise
25845|CAIDA_class|Enterpise
25846|CAIDA_class|Enterpise
25847|CAIDA_class|Content
25848|CAIDA_class|Enterpise
25849|manual_class|Enterpise
25850|CAIDA_class|Enterpise
25851|CAIDA_class|Transit/Access
25853|CAIDA_class|Transit/Access
25854|CAIDA_class|Enterpise
25855|CAIDA_class|Enterpise
25856|CAIDA_class|Transit/Access
25857|CAIDA_class|Enterpise
25858|CAIDA_class|Enterpise
25861|peerDB_class|Enterpise
25862|CAIDA_class|Enterpise
25863|CAIDA_class|Enterpise
25865|CAIDA_class|Transit/Access
25867|CAIDA_class|Enterpise
25868|CAIDA_class|Enterpise
25869|CAIDA_class|Enterpise
25871|CAIDA_class|Enterpise
25872|CAIDA_class|Enterpise
25873|CAIDA_class|Enterpise
25874|CAIDA_class|Enterpise
25875|CAIDA_class|Content
25876|CAIDA_class|Enterpise
25877|CAIDA_class|Transit/Access
25878|CAIDA_class|Content
25879|CAIDA_class|Enterpise
25880|CAIDA_class|Transit/Access
25882|CAIDA_class|Enterpise
25883|CAIDA_class|Content
25884|CAIDA_class|Enterpise
25885|peerDB_class|Transit/Access
25886|CAIDA_class|Enterpise
25887|CAIDA_class|Transit/Access
25888|CAIDA_class|Enterpise
25889|CAIDA_class|Transit/Access
25890|CAIDA_class|Enterpise
25891|CAIDA_class|Enterpise
25892|CAIDA_class|Transit/Access
25893|CAIDA_class|Enterpise
25894|CAIDA_class|Enterpise
25896|CAIDA_class|Enterpise
25898|CAIDA_class|Enterpise
25899|peerDB_class|Transit/Access
25901|CAIDA_class|Enterpise
25902|CAIDA_class|Enterpise
25904|CAIDA_class|Transit/Access
25905|CAIDA_class|Transit/Access
25907|CAIDA_class|Enterpise
25909|CAIDA_class|Enterpise
25910|CAIDA_class|Enterpise
25913|CAIDA_class|Enterpise
25914|CAIDA_class|Transit/Access
25915|CAIDA_class|Enterpise
25916|CAIDA_class|Enterpise
25917|CAIDA_class|Enterpise
25918|CAIDA_class|Transit/Access
25919|CAIDA_class|Enterpise
25920|CAIDA_class|Enterpise
25921|CAIDA_class|Transit/Access
25922|CAIDA_class|Enterpise
25923|CAIDA_class|Enterpise
25924|CAIDA_class|Enterpise
25925|CAIDA_class|Enterpise
25926|peerDB_class|Content
25928|CAIDA_class|Transit/Access
25929|CAIDA_class|Transit/Access
25930|CAIDA_class|Enterpise
25931|CAIDA_class|Enterpise
25932|manual_class|Enterpise
25933|peerDB_class|Transit/Access
25934|CAIDA_class|Transit/Access
25935|CAIDA_class|Enterpise
25936|CAIDA_class|Enterpise
25938|CAIDA_class|Enterpise
25940|CAIDA_class|Enterpise
25941|CAIDA_class|Transit/Access
25942|CAIDA_class|Enterpise
25943|peerDB_class|Transit/Access
25945|CAIDA_class|Enterpise
25946|CAIDA_class|Transit/Access
25948|CAIDA_class|Content
25949|CAIDA_class|Enterpise
25950|CAIDA_class|Transit/Access
25952|CAIDA_class|Enterpise
25953|CAIDA_class|Enterpise
25954|CAIDA_class|Enterpise
25955|CAIDA_class|Enterpise
25956|CAIDA_class|Transit/Access
25958|CAIDA_class|Enterpise
25959|CAIDA_class|Enterpise
25960|CAIDA_class|Enterpise
25961|CAIDA_class|Transit/Access
25962|CAIDA_class|Enterpise
25963|CAIDA_class|Transit/Access
25964|CAIDA_class|Enterpise
25965|CAIDA_class|Enterpise
25966|CAIDA_class|Enterpise
25967|CAIDA_class|Enterpise
25968|CAIDA_class|Transit/Access
25969|CAIDA_class|Transit/Access
25970|CAIDA_class|Enterpise
25971|CAIDA_class|Transit/Access
25972|CAIDA_class|Enterpise
25973|CAIDA_class|Transit/Access
25974|CAIDA_class|Enterpise
25975|peerDB_class|Transit/Access
25977|CAIDA_class|Transit/Access
25978|CAIDA_class|Transit/Access
25979|CAIDA_class|Enterpise
25980|CAIDA_class|Enterpise
25981|CAIDA_class|Enterpise
25983|CAIDA_class|Transit/Access
25984|CAIDA_class|Transit/Access
25986|CAIDA_class|Enterpise
25987|CAIDA_class|Enterpise
25988|manual_class|Enterpise
25989|CAIDA_class|Enterpise
25991|CAIDA_class|Enterpise
25993|CAIDA_class|Transit/Access
25995|CAIDA_class|Transit/Access
25996|CAIDA_class|Enterpise
25997|CAIDA_class|Enterpise
25999|CAIDA_class|Transit/Access
26001|CAIDA_class|Enterpise
26002|CAIDA_class|Transit/Access
26004|CAIDA_class|Enterpise
26005|CAIDA_class|Enterpise
26006|CAIDA_class|Enterpise
26007|CAIDA_class|Enterpise
26008|CAIDA_class|Enterpise
26009|CAIDA_class|Enterpise
26010|CAIDA_class|Enterpise
26011|manual_class|Enterpise
26012|CAIDA_class|Enterpise
26013|CAIDA_class|Enterpise
26014|CAIDA_class|Enterpise
26015|CAIDA_class|Enterpise
26016|CAIDA_class|Enterpise
26017|CAIDA_class|Enterpise
26018|CAIDA_class|Enterpise
26019|CAIDA_class|Enterpise
26020|manual_class|Enterpise
26021|peerDB_class|Content
26022|CAIDA_class|Enterpise
26023|CAIDA_class|Enterpise
26025|CAIDA_class|Enterpise
26026|CAIDA_class|Transit/Access
26027|CAIDA_class|Enterpise
26028|manual_class|Enterpise
26029|CAIDA_class|Enterpise
26030|CAIDA_class|Transit/Access
26031|manual_class|Enterpise
26034|CAIDA_class|Enterpise
26035|CAIDA_class|Enterpise
26036|CAIDA_class|Enterpise
26038|CAIDA_class|Enterpise
26040|CAIDA_class|Enterpise
26041|manual_class|Enterpise
26042|CAIDA_class|Enterpise
26043|CAIDA_class|Enterpise
26046|CAIDA_class|Transit/Access
26047|CAIDA_class|Enterpise
26048|CAIDA_class|Enterpise
26049|CAIDA_class|Enterpise
26050|CAIDA_class|Enterpise
26051|CAIDA_class|Enterpise
26052|CAIDA_class|Enterpise
26053|CAIDA_class|Enterpise
26054|CAIDA_class|Enterpise
26056|CAIDA_class|Enterpise
26057|CAIDA_class|Enterpise
26058|CAIDA_class|Enterpise
26059|CAIDA_class|Transit/Access
26062|CAIDA_class|Enterpise
26063|CAIDA_class|Enterpise
26064|CAIDA_class|Enterpise
26065|CAIDA_class|Enterpise
26066|CAIDA_class|Enterpise
26068|CAIDA_class|Transit/Access
26069|CAIDA_class|Enterpise
26071|CAIDA_class|Transit/Access
26072|CAIDA_class|Enterpise
26073|CAIDA_class|Enterpise
26074|CAIDA_class|Enterpise
26075|CAIDA_class|Enterpise
26076|CAIDA_class|Transit/Access
26077|CAIDA_class|Transit/Access
26078|CAIDA_class|Enterpise
26079|CAIDA_class|Enterpise
26080|CAIDA_class|Enterpise
26081|CAIDA_class|Enterpise
26082|CAIDA_class|Enterpise
26084|CAIDA_class|Transit/Access
26085|CAIDA_class|Transit/Access
26086|CAIDA_class|Enterpise
26088|peerDB_class|Transit/Access
26089|CAIDA_class|Enterpise
26090|CAIDA_class|Transit/Access
26091|CAIDA_class|Transit/Access
26092|CAIDA_class|Transit/Access
26093|CAIDA_class|Enterpise
26094|CAIDA_class|Content
26096|CAIDA_class|Transit/Access
26097|CAIDA_class|Transit/Access
26098|manual_class|Enterpise
26100|CAIDA_class|Enterpise
26101|CAIDA_class|Content
26102|CAIDA_class|Enterpise
26104|CAIDA_class|Enterpise
26105|CAIDA_class|Transit/Access
26106|peerDB_class|Transit/Access
26107|CAIDA_class|Transit/Access
26108|peerDB_class|Content
26109|CAIDA_class|Enterpise
26110|CAIDA_class|Transit/Access
26113|CAIDA_class|Enterpise
26114|CAIDA_class|Enterpise
26116|CAIDA_class|Transit/Access
26117|CAIDA_class|Enterpise
26118|CAIDA_class|Enterpise
26120|peerDB_class|Content
26121|CAIDA_class|Enterpise
26122|CAIDA_class|Enterpise
26123|CAIDA_class|Transit/Access
26125|CAIDA_class|Enterpise
26127|CAIDA_class|Transit/Access
26128|CAIDA_class|Transit/Access
26129|CAIDA_class|Transit/Access
26130|CAIDA_class|Enterpise
26131|CAIDA_class|Enterpise
26132|CAIDA_class|Enterpise
26133|CAIDA_class|Transit/Access
26134|CAIDA_class|Content
26135|CAIDA_class|Enterpise
26136|CAIDA_class|Enterpise
26137|CAIDA_class|Enterpise
26138|CAIDA_class|Enterpise
26139|CAIDA_class|Enterpise
26140|CAIDA_class|Enterpise
26142|CAIDA_class|Enterpise
26143|CAIDA_class|Enterpise
26144|CAIDA_class|Enterpise
26146|CAIDA_class|Transit/Access
26148|CAIDA_class|Enterpise
26150|CAIDA_class|Enterpise
26151|CAIDA_class|Enterpise
26152|CAIDA_class|Enterpise
26153|CAIDA_class|Enterpise
26155|CAIDA_class|Enterpise
26156|peerDB_class|Content
26159|CAIDA_class|Enterpise
26160|CAIDA_class|Enterpise
26161|CAIDA_class|Enterpise
26162|peerDB_class|Transit/Access
26163|peerDB_class|Transit/Access
26165|CAIDA_class|Transit/Access
26166|CAIDA_class|Transit/Access
26167|peerDB_class|Content
26168|CAIDA_class|Enterpise
26169|CAIDA_class|Enterpise
26170|CAIDA_class|Transit/Access
26171|CAIDA_class|Enterpise
26172|CAIDA_class|Enterpise
26174|CAIDA_class|Transit/Access
26175|CAIDA_class|Enterpise
26176|CAIDA_class|Enterpise
26178|CAIDA_class|Transit/Access
26181|CAIDA_class|Transit/Access
26182|CAIDA_class|Enterpise
26184|CAIDA_class|Enterpise
26185|CAIDA_class|Enterpise
26189|CAIDA_class|Enterpise
26190|CAIDA_class|Enterpise
26191|CAIDA_class|Enterpise
26192|CAIDA_class|Transit/Access
26194|CAIDA_class|Transit/Access
26195|CAIDA_class|Enterpise
26196|CAIDA_class|Enterpise
26197|CAIDA_class|Transit/Access
26198|CAIDA_class|Transit/Access
26199|CAIDA_class|Enterpise
26200|CAIDA_class|Enterpise
26201|CAIDA_class|Enterpise
26202|CAIDA_class|Transit/Access
26205|CAIDA_class|Transit/Access
26206|CAIDA_class|Transit/Access
26209|CAIDA_class|Transit/Access
26210|CAIDA_class|Transit/Access
26211|CAIDA_class|Enterpise
26213|CAIDA_class|Enterpise
26215|CAIDA_class|Transit/Access
26216|CAIDA_class|Enterpise
26217|CAIDA_class|Transit/Access
26218|CAIDA_class|Content
26220|CAIDA_class|Enterpise
26221|CAIDA_class|Enterpise
26223|CAIDA_class|Transit/Access
26224|CAIDA_class|Enterpise
26225|CAIDA_class|Content
26226|CAIDA_class|Enterpise
26227|CAIDA_class|Enterpise
26228|peerDB_class|Content
26229|CAIDA_class|Enterpise
26230|CAIDA_class|Transit/Access
26231|manual_class|Enterpise
26232|CAIDA_class|Enterpise
26233|CAIDA_class|Enterpise
26234|CAIDA_class|Enterpise
26236|CAIDA_class|Enterpise
26237|CAIDA_class|Enterpise
